account_id,account_name,coupon,date,week,month,action,mrr,plan,recurrence,segment
955746,hawwba,off,6/27/17,6/25/17,6/1/17,new,24.17,premium,monthly,self-signup
987292,cloday,,6/27/17,6/25/17,6/1/17,new,99,personal,monthly,sales assisted
171709,rxsmap,,6/27/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
384521,contuk,,6/27/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
503727,nukola,ual,6/27/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
907294,stemni,e33,6/27/17,6/25/17,6/1/17,new,99,personal,monthly,sales assisted
151622,bbhbh2,us1,6/27/17,6/25/17,6/1/17,new,207.5,premium,monthly,self-signup
671624,dcmdia,wpe,6/27/17,6/25/17,6/1/17,new,600,personal,monthly,self-signup
59327,ztoymd,,6/27/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
838995,thrlth,,6/27/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
960959,marvis,,6/27/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
531992,abuign,,6/27/17,6/25/17,6/1/17,new,24.17,personal,monthly,affiliate
560177,djozou,,6/27/17,6/25/17,6/1/17,new,24.17,professional,monthly,self-signup
976503,joiass,e33,6/27/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
206896,helusa,ual,6/27/17,6/25/17,6/1/17,new,82.5,professional,monthly,self-signup
153355,ssb017,,6/27/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
456848,yeehan,off,6/27/17,6/25/17,6/1/17,new,24.17,personal,monthly,agency
865092,nseoff,ual,6/27/17,6/25/17,6/1/17,new,24.17,personal,monthly,sales assisted
172517,aecard,ual,6/27/17,6/25/17,6/1/17,new,53.25,personal,monthly,affiliate
835830,aanndd,,6/27/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
982761,beerrr,,6/27/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
497738,wccwcc,,6/27/17,6/25/17,6/1/17,new,29,professional,monthly,agency
436720,roific,,6/27/17,6/25/17,6/1/17,new,29,professional,monthly,affiliate
710647,winnst,t50,6/27/17,6/25/17,6/1/17,new,99,personal,monthly,affiliate
855740,whaary,,6/27/17,6/25/17,6/1/17,new,29,personal,monthly,sales assisted
801296,telacy,b50,6/27/17,6/25/17,6/1/17,new,48.95,personal,monthly,self-signup
306003,emiind,,6/27/17,6/25/17,6/1/17,new,29,professional,monthly,self-signup
996220,dplpla,,6/27/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
667562,somcas,ual,6/27/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
741642,buseio,e33,6/27/17,6/25/17,6/1/17,new,29,professional,monthly,affiliate
305744,insade,,6/27/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
212190,affifi,,6/27/17,6/25/17,6/1/17,new,24.17,personal,monthly,agency
774349,disvvy,,6/27/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
771599,incabs,,6/27/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
910525,cootar,off,6/27/17,6/25/17,6/1/17,new,24.17,professional,monthly,self-signup
530077,new100,,6/27/17,6/25/17,6/1/17,new,29,professional,monthly,self-signup
526453,grofdn,e33,6/27/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
503845,ctpuse,,6/27/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
563465,canift,s50,6/27/17,6/25/17,6/1/17,new,6500,business,annual,agency
509105,arcata,,6/27/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
594067,lfamin,,6/27/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
580570,nzanza,off,6/27/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
372733,opeenh,,6/27/17,6/25/17,6/1/17,new,99,personal,monthly,sales assisted
162480,safeng,,6/27/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
267974,svplee,,6/27/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
588850,agrgrh,off,6/27/17,6/25/17,6/1/17,new,48.95,personal,monthly,agency
812560,buz017,,6/27/17,6/25/17,6/1/17,new,29,professional,monthly,sales assisted
753815,kreiet,,6/27/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
718348,jomlia,,6/27/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
941189,kbrnts,,6/27/17,6/25/17,6/1/17,new,24.17,business,monthly,self-signup
640310,sdiety,off,6/27/17,6/25/17,6/1/17,new,29,professional,monthly,self-signup
621183,nicncy,,6/27/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
34156,opttes,off,6/27/17,6/25/17,6/1/17,new,24.17,professional,monthly,sales assisted
381677,psiple,,6/27/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
865078,josels,ual,6/27/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
587972,liedui,,6/27/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
666503,twoher,b50,6/27/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
228150,wfmows,off,6/27/17,6/25/17,6/1/17,new,29,professional,monthly,self-signup
76798,bwhhbj,,6/27/17,6/25/17,6/1/17,new,29,professional,monthly,self-signup
559710,uniion,p30,6/28/17,6/25/17,6/1/17,new,24.17,personal,annual,sales assisted
697455,wooard,b50,6/28/17,6/25/17,6/1/17,new,99,professional,monthly,self-signup
678985,buslau,,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,agency
395128,galape,off,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
335926,traboo,,6/28/17,6/25/17,6/1/17,new,24.17,professional,monthly,self-signup
291198,brahod,ual,6/28/17,6/25/17,6/1/17,new,24.17,premium,monthly,affiliate
80072,wes592,ual,6/28/17,6/25/17,6/1/17,new,82.5,business,monthly,self-signup
968040,theoup,,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
103069,myanet,,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
421200,thiace,,6/28/17,6/25/17,6/1/17,new,48.95,personal,monthly,self-signup
17233,focmsg,,6/28/17,6/25/17,6/1/17,new,48.95,personal,monthly,self-signup
366436,rrnted,,6/28/17,6/25/17,6/1/17,new,29,professional,annual,self-signup
646775,amynt1,,6/28/17,6/25/17,6/1/17,new,29,personal,annual,affiliate
202902,eve802,off,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
192103,truabs,,6/28/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
45323,promir,e50,6/28/17,6/25/17,6/1/17,new,249,personal,monthly,self-signup
262003,bibelp,,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
592011,imp444,,6/28/17,6/25/17,6/1/17,new,29,business,monthly,self-signup
902697,jomomc,,6/28/17,6/25/17,6/1/17,new,24.17,professional,monthly,self-signup
240100,evoonv,off,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
320306,mezezi,,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,affiliate
318811,rowrt1,,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
602565,smfity,600,6/28/17,6/25/17,6/1/17,new,552,personal,monthly,affiliate
508451,josial,,6/28/17,6/25/17,6/1/17,new,29,personal,annual,self-signup
179301,allant,,6/28/17,6/25/17,6/1/17,new,63.9,personal,monthly,self-signup
18368,hanaud,e33,6/28/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
69554,criing,,6/28/17,6/25/17,6/1/17,new,40.79,personal,annual,self-signup
733783,wpkbe1,off,6/28/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
957214,bbyang,,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,sales assisted
101333,exenan,ual,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
146435,mico17,,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
483866,sahaha,,6/28/17,6/25/17,6/1/17,new,36.62,personal,monthly,sales assisted
940377,dmalon,,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
394598,hervfz,e25,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,agency
629496,ssfone,,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,agency
394971,comgwd,,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
484539,detesa,,6/28/17,6/25/17,6/1/17,new,48.95,professional,annual,self-signup
386325,dogdia,,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,affiliate
80605,fandia,,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
553915,robaro,017,6/28/17,6/25/17,6/1/17,new,82.5,personal,monthly,agency
73759,miappi,,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
627421,groers,,6/28/17,6/25/17,6/1/17,new,99,personal,monthly,sales assisted
826498,adpky1,,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
917043,amyead,off,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
973819,ridres,017,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
509080,obrlth,,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
49864,bpiors,,6/28/17,6/25/17,6/1/17,new,29,personal,annual,self-signup
716599,woo911,,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,affiliate
88686,cenlab,,6/28/17,6/25/17,6/1/17,new,48.95,professional,monthly,self-signup
577559,inntio,,6/28/17,6/25/17,6/1/17,new,29,professional,monthly,self-signup
149589,dbegen,,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
92415,shaone,,6/28/17,6/25/17,6/1/17,new,207.5,personal,monthly,self-signup
528087,aledfx,017,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
447887,caturm,017,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
788383,majiks,,6/28/17,6/25/17,6/1/17,new,24.17,professional,monthly,self-signup
915475,novaus,,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
204393,nooave,off,6/28/17,6/25/17,6/1/17,new,249,personal,monthly,self-signup
75855,tapltd,,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
935391,parweb,,6/28/17,6/25/17,6/1/17,new,99,premium,monthly,self-signup
287107,novaus,017,6/28/17,6/25/17,6/1/17,new,82.5,personal,monthly,agency
334466,jeency,ual,6/28/17,6/25/17,6/1/17,new,24.17,professional,monthly,self-signup
345767,enonor,,6/28/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
57656,rivlka,,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
786867,kotess,t50,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
121736,dgtgts,,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
267463,loncen,,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,affiliate
577917,hugood,,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,affiliate
524685,rweman,p30,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
166649,mas613,,6/28/17,6/25/17,6/1/17,new,99,personal,monthly,sales assisted
482268,jakn09,off,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,affiliate
693058,shelby,,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,agency
8841,grawla,,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,affiliate
283015,jbuich,off,6/28/17,6/25/17,6/1/17,new,29,professional,monthly,sales assisted
161954,whe792,off,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
696510,nyssba,,6/28/17,6/25/17,6/1/17,new,24.17,professional,monthly,sales assisted
732205,firchi,,6/28/17,6/25/17,6/1/17,new,40.79,personal,monthly,self-signup
686747,lanted,ual,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
260900,natemm,,6/28/17,6/25/17,6/1/17,new,24.17,professional,monthly,affiliate
904389,mmae17,,6/28/17,6/25/17,6/1/17,new,43.95,personal,monthly,agency
195682,hearch,017,6/28/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
239569,eniaio,017,6/28/17,6/25/17,6/1/17,new,82.5,personal,monthly,affiliate
769486,rseant,,6/28/17,6/25/17,6/1/17,new,99,personal,monthly,agency
733213,tonhen,e33,6/28/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
232304,loapro,,6/28/17,6/25/17,6/1/17,new,24.17,premium,monthly,self-signup
697927,staesc,,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,affiliate
954930,antall,,6/28/17,6/25/17,6/1/17,new,36.62,comped,monthly,self-signup
570920,imp444,,6/28/17,6/25/17,6/1/17,new,99,professional,monthly,affiliate
5401,ivakbc,,6/28/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
733724,emmide,d33,6/28/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
20795,oaknds,,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
44968,samaye,,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,affiliate
682347,tbales,ual,6/28/17,6/25/17,6/1/17,new,82.5,personal,monthly,sales assisted
271508,patndh,,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
451531,elee11,off,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,affiliate
376178,apobes,,6/28/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
853314,torfit,,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
369669,theoft,,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,sales assisted
378690,wom615,ual,6/28/17,6/25/17,6/1/17,new,82.5,personal,monthly,self-signup
36061,vauore,p30,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
105963,surllc,t50,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
384194,omerew,,6/28/17,6/25/17,6/1/17,new,99,personal,monthly,affiliate
885511,nav993,017,6/28/17,6/25/17,6/1/17,new,29,professional,monthly,agency
429200,padwer,,6/28/17,6/25/17,6/1/17,new,1104,personal,monthly,sales assisted
30630,clwlls,017,6/28/17,6/25/17,6/1/17,new,40.79,premium,monthly,self-signup
575990,audort,017,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,sales assisted
256520,diyllc,,6/28/17,6/25/17,6/1/17,new,29,professional,annual,self-signup
941399,fut101,,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
512033,shoock,off,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
279228,poweny,,6/28/17,6/25/17,6/1/17,new,82.5,personal,monthly,self-signup
947194,theoft,ual,6/28/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
130097,matden,,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
738591,krelty,p30,6/28/17,6/25/17,6/1/17,new,82.5,personal,monthly,self-signup
889246,f50wpe,log,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,agency
651437,jinmin,,6/28/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
695446,davvan,off,6/28/17,6/25/17,6/1/17,new,43.95,professional,monthly,self-signup
755366,perrin,017,6/28/17,6/25/17,6/1/17,new,24.17,professional,monthly,self-signup
570868,poleld,,6/28/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
200278,dav017,,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
444637,radwin,,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
82834,insweb,off,6/28/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
954954,busoys,,6/28/17,6/25/17,6/1/17,new,99,professional,monthly,self-signup
175032,higoup,off,6/28/17,6/25/17,6/1/17,new,29,personal,monthly,agency
208887,kreiet,,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,agency
187091,newust,t50,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,affiliate
395087,nceion,off,6/29/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
239931,mtcltd,off,6/29/17,6/25/17,6/1/17,new,249,personal,monthly,self-signup
302581,jbuich,,6/29/17,6/25/17,6/1/17,new,29,professional,monthly,self-signup
84988,orotos,,6/29/17,6/25/17,6/1/17,new,48.95,personal,monthly,self-signup
942467,antnel,e33,6/29/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
75376,ooligo,,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,sales assisted
630513,lifcus,,6/29/17,6/25/17,6/1/17,new,24.17,professional,monthly,self-signup
205692,frehop,,6/29/17,6/25/17,6/1/17,new,600,personal,monthly,self-signup
303205,vegary,,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
969667,tmsmin,off,6/29/17,6/25/17,6/1/17,new,29,professional,monthly,self-signup
304717,siging,,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
715790,tsrain,,6/29/17,6/25/17,6/1/17,new,99,personal,monthly,affiliate
594008,helusa,,6/29/17,6/25/17,6/1/17,new,29,professional,monthly,self-signup
117442,catlog,p30,6/29/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
941008,layeat,017,6/29/17,6/25/17,6/1/17,new,48.95,personal,monthly,self-signup
686248,imono2,,6/29/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
402927,zacley,,6/29/17,6/25/17,6/1/17,new,24.17,professional,monthly,agency
864635,chatwo,,6/29/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
970524,est002,,6/29/17,6/25/17,6/1/17,new,29,professional,monthly,self-signup
230768,craqts,ual,6/29/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
796565,aarott,ual,6/29/17,6/25/17,6/1/17,new,82.5,personal,monthly,self-signup
445911,smsmsn,ual,6/29/17,6/25/17,6/1/17,new,24.17,personal,monthly,agency
328633,calowl,log,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,affiliate
429784,mauioc,off,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
569734,insweb,017,6/29/17,6/25/17,6/1/17,new,24.17,professional,monthly,self-signup
59656,rtg003,,6/29/17,6/25/17,6/1/17,new,99,professional,monthly,agency
40591,jiooji,,6/29/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
617682,cloons,us1,6/29/17,6/25/17,6/1/17,new,207.5,professional,monthly,affiliate
154648,vididy,,6/29/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
699099,hotami,off,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,sales assisted
938977,dhoann,,6/29/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
468612,vibbat,,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,affiliate
106426,cinayo,off,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,agency
660931,duraco,,6/29/17,6/25/17,6/1/17,new,99,personal,monthly,affiliate
628663,briggo,,6/29/17,6/25/17,6/1/17,new,29,comped,monthly,agency
138351,sob247,,6/29/17,6/25/17,6/1/17,new,99,professional,monthly,self-signup
967548,oraroc,,6/29/17,6/25/17,6/1/17,new,29,premium,monthly,self-signup
610808,aarott,,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
552573,thanel,ual,6/29/17,6/25/17,6/1/17,new,24.17,personal,monthly,sales assisted
360608,artemy,,6/29/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
571049,headia,017,6/29/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
259881,ecmons,017,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
858390,toptic,,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
103276,bydlms,,6/29/17,6/25/17,6/1/17,new,36.62,professional,monthly,self-signup
952123,julppe,ual,6/29/17,6/25/17,6/1/17,new,24.17,professional,monthly,self-signup
326161,zesles,,6/29/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
866613,rtg003,,6/29/17,6/25/17,6/1/17,new,1200,personal,monthly,affiliate
789119,synnus,,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
551054,kcutis,,6/29/17,6/25/17,6/1/17,new,29,professional,monthly,sales assisted
482080,cloday,,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
455219,jonoob,,6/29/17,6/25/17,6/1/17,new,249,business,monthly,self-signup
959306,teaasa,017,6/29/17,6/25/17,6/1/17,new,24.17,premium,monthly,self-signup
675809,devtus,,6/29/17,6/25/17,6/1/17,new,40.79,professional,monthly,affiliate
81481,newnos,,6/29/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
934686,webong,,6/29/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
666060,chreck,,6/29/17,6/25/17,6/1/17,new,600,personal,monthly,self-signup
199938,accame,off,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,sales assisted
984086,zitult,,6/29/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
223773,clay83,,6/29/17,6/25/17,6/1/17,new,99,professional,monthly,self-signup
603630,hitemy,,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
884854,ykyyle,,6/29/17,6/25/17,6/1/17,new,207.5,professional,monthly,agency
466105,clilaw,e33,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
24469,impove,,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
184429,udevor,,6/29/17,6/25/17,6/1/17,new,82.5,personal,monthly,agency
218905,tomeas,e17,6/29/17,6/25/17,6/1/17,new,600,personal,monthly,agency
980877,amsare,,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
927396,cesdev,e33,6/29/17,6/25/17,6/1/17,new,99,personal,monthly,self-signup
685927,canail,,6/29/17,6/25/17,6/1/17,new,24.17,professional,monthly,affiliate
387163,shular,,6/29/17,6/25/17,6/1/17,new,82.5,personal,monthly,self-signup
487280,doding,,6/29/17,6/25/17,6/1/17,new,99,professional,monthly,sales assisted
617502,hanaud,017,6/29/17,6/25/17,6/1/17,new,24.17,personal,monthly,self-signup
710317,belpus,,6/29/17,6/25/17,6/1/17,new,82.5,personal,monthly,affiliate
854214,proest,log,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
412245,olites,,6/29/17,6/25/17,6/1/17,new,24.17,personal,monthly,affiliate
789626,aopopi,,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
734700,fosend,log,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,affiliate
912147,anters,,6/29/17,6/25/17,6/1/17,new,400,personal,annual,self-signup
233637,founge,,6/29/17,6/25/17,6/1/17,new,24.17,personal,monthly,affiliate
737183,jm2tal,,6/29/17,6/25/17,6/1/17,new,82.5,personal,monthly,self-signup
409483,supemo,,6/29/17,6/25/17,6/1/17,new,99,personal,monthly,affiliate
603304,lating,,6/29/17,6/25/17,6/1/17,new,43.95,personal,monthly,self-signup
302959,oandms,017,6/29/17,6/25/17,6/1/17,new,24.17,premium,monthly,self-signup
850341,scierd,017,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
376402,ysceam,,6/29/17,6/25/17,6/1/17,new,29,personal,monthly,self-signup
